,source,total_words,superlative_adj_ratio,comparative_adj_ratio,adj_ratio,superlative_adv_ratio,comparative_adv_ratio,adv_ratio,colorful_ratio,descriptive_ratio
48,Fox,924,0.0010822510822510823,0.00974025974025974,0.07467532467532467,0.0,0.0021645021645021645,0.050865800865800864,0.0010822510822510823,0.13852813852813853
49,Fox,466,0.002145922746781116,0.004291845493562232,0.10085836909871244,0.0,0.002145922746781116,0.04291845493562232,0.002145922746781116,0.15236051502145923
50,Fox,1119,0.0017873100983020554,0.0017873100983020554,0.06970509383378017,0.0017873100983020554,0.0017873100983020554,0.02680965147453083,0.0035746201966041107,0.10366398570151922
51,Fox,703,0.0,0.002844950213371266,0.05832147937411095,0.001422475106685633,0.001422475106685633,0.01849217638691323,0.001422475106685633,0.08250355618776671
52,Fox,374,0.00267379679144385,0.00267379679144385,0.058823529411764705,0.0,0.008021390374331552,0.053475935828877004,0.00267379679144385,0.12566844919786097
53,Fox,1422,0.0014064697609001407,0.0035161744022503515,0.06821378340365682,0.0,0.0014064697609001407,0.030239099859353025,0.0014064697609001407,0.10478199718706048
54,Fox,803,0.0037359900373599006,0.0024906600249066002,0.0759651307596513,0.0,0.0,0.034869240348692404,0.0037359900373599006,0.11706102117061021
55,Fox,337,0.005934718100890208,0.002967359050445104,0.04154302670623145,0.0,0.0,0.06824925816023739,0.005934718100890208,0.11869436201780416
56,Fox,649,0.0015408320493066256,0.01386748844375963,0.06933744221879815,0.0,0.0030816640986132513,0.046224961479198766,0.0015408320493066256,0.13405238828967642
57,Fox,362,0.0027624309392265192,0.0055248618784530384,0.07734806629834254,0.0,0.0,0.04419889502762431,0.0027624309392265192,0.1298342541436464
58,Fox,1066,0.0009380863039399625,0.0028142589118198874,0.0675422138836773,0.001876172607879925,0.0009380863039399625,0.02626641651031895,0.0028142589118198874,0.10037523452157598
59,Fox,661,0.0,0.0015128593040847202,0.06202723146747353,0.0,0.0,0.019667170953101363,0.0,0.0832072617246596
60,Fox,522,0.0,0.0,0.07662835249042145,0.0,0.0,0.019157088122605363,0.0,0.09578544061302682
61,Fox,393,0.0,0.0,0.05343511450381679,0.0,0.0,0.03307888040712468,0.0,0.08651399491094147
62,Fox,664,0.0,0.0015060240963855422,0.05421686746987952,0.0015060240963855422,0.0030120481927710845,0.03765060240963856,0.0015060240963855422,0.09789156626506024
63,Fox,1031,0.0009699321047526673,0.0,0.06304558680892337,0.0,0.0,0.03200775945683802,0.0009699321047526673,0.09602327837051407
64,Fox,415,0.0024096385542168677,0.0024096385542168677,0.05060240963855422,0.0,0.0024096385542168677,0.02650602409638554,0.0024096385542168677,0.08433734939759036
65,Fox,330,0.0,0.0030303030303030303,0.045454545454545456,0.0,0.0030303030303030303,0.024242424242424242,0.0,0.07575757575757576
66,Fox,2076,0.002890173410404624,0.0024084778420038534,0.07369942196531792,0.0,0.0009633911368015414,0.023603082851637765,0.002890173410404624,0.1035645472061657
67,Fox,736,0.005434782608695652,0.002717391304347826,0.07880434782608696,0.001358695652173913,0.001358695652173913,0.03804347826086957,0.006793478260869565,0.12771739130434784
68,Fox,469,0.0021321961620469083,0.0042643923240938165,0.03837953091684435,0.0,0.0,0.04051172707889126,0.0021321961620469083,0.08528784648187633
69,Fox,982,0.0010183299389002036,0.004073319755600814,0.062118126272912425,0.0,0.0,0.0539714867617108,0.0010183299389002036,0.12118126272912423
70,Fox,502,0.00199203187250996,0.0,0.05179282868525897,0.0,0.0,0.03386454183266932,0.00199203187250996,0.08764940239043825
71,Fox,657,0.0015220700152207,0.0,0.0806697108066971,0.0,0.0015220700152207,0.0182648401826484,0.0015220700152207,0.1019786910197869
72,Fox,556,0.0017985611510791368,0.0,0.0737410071942446,0.0035971223021582736,0.0,0.0341726618705036,0.00539568345323741,0.11330935251798561
73,Fox,447,0.0022371364653243847,0.0,0.053691275167785234,0.0022371364653243847,0.0,0.02237136465324385,0.0044742729306487695,0.08053691275167785
74,Fox,1150,0.0026086956521739132,0.0026086956521739132,0.06086956521739131,0.0,0.0008695652173913044,0.03739130434782609,0.0026086956521739132,0.10434782608695652
75,Fox,496,0.0020161290322580645,0.0,0.06451612903225806,0.0020161290322580645,0.0020161290322580645,0.03024193548387097,0.004032258064516129,0.10080645161290322
76,Fox,346,0.0,0.002890173410404624,0.049132947976878616,0.0,0.0,0.031791907514450865,0.0,0.0838150289017341
77,Fox,502,0.0,0.00398406374501992,0.06772908366533864,0.0,0.0,0.045816733067729085,0.0,0.11752988047808766
78,Fox,1002,0.00499001996007984,0.0029940119760479044,0.05788423153692615,0.0,0.0,0.023952095808383235,0.00499001996007984,0.08982035928143713
79,Fox,468,0.002136752136752137,0.002136752136752137,0.04487179487179487,0.0,0.0,0.023504273504273504,0.002136752136752137,0.07264957264957266
80,Fox,899,0.0,0.0011123470522803114,0.06229143492769744,0.0,0.0,0.04004449388209121,0.0,0.10344827586206896
81,Fox,1003,0.0019940179461615153,0.0019940179461615153,0.07876370887337986,0.0,0.0009970089730807576,0.04287138584247258,0.0019940179461615153,0.12662013958125623
82,Fox,1036,0.003861003861003861,0.0019305019305019305,0.052123552123552123,0.0009652509652509653,0.0,0.03957528957528957,0.004826254826254826,0.09845559845559845
83,Fox,609,0.0,0.003284072249589491,0.06732348111658457,0.0,0.0,0.04597701149425287,0.0,0.11658456486042693
84,Fox,1481,0.002025658338960162,0.002025658338960162,0.0675219446320054,0.0,0.0013504388926401081,0.04523970290344362,0.002025658338960162,0.11816340310600945
85,Fox,903,0.0033222591362126247,0.0033222591362126247,0.07973421926910298,0.0011074197120708748,0.0,0.03322259136212625,0.004429678848283499,0.12070874861572536
86,Fox,237,0.0,0.0,0.04219409282700422,0.0,0.004219409282700422,0.029535864978902954,0.0,0.0759493670886076
87,Fox,387,0.002583979328165375,0.002583979328165375,0.05167958656330749,0.002583979328165375,0.002583979328165375,0.046511627906976744,0.00516795865633075,0.10852713178294573
88,Fox,307,0.0,0.0,0.06514657980456026,0.0,0.006514657980456026,0.03257328990228013,0.0,0.10423452768729642
89,Fox,293,0.0,0.0,0.06484641638225255,0.0,0.0034129692832764505,0.020477815699658702,0.0,0.08873720136518772
90,Fox,1404,0.002136752136752137,0.004273504273504274,0.08831908831908832,0.0007122507122507123,0.00641025641025641,0.03418803418803419,0.002849002849002849,0.13603988603988604
91,Fox,398,0.0,0.0,0.04271356783919598,0.0,0.0,0.02763819095477387,0.0,0.07035175879396985
92,Fox,201,0.0,0.0,0.07960199004975124,0.0,0.0,0.04477611940298507,0.0,0.12437810945273632
93,Fox,749,0.0013351134846461949,0.0013351134846461949,0.07343124165554073,0.0,0.0,0.03871829105473965,0.0013351134846461949,0.11481975967957277
94,Fox,2263,0.002209456473707468,0.0026513477684489617,0.062306672558550595,0.0,0.0013256738842244808,0.03535130357931949,0.002209456473707468,0.103844454264251
95,Fox,546,0.0018315018315018315,0.003663003663003663,0.07326007326007326,0.0,0.0018315018315018315,0.031135531135531136,0.0018315018315018315,0.11172161172161173
96,Fox,1453,0.0,0.0034411562284927736,0.08327598072952512,0.0,0.0006882312456985547,0.038540949759119064,0.0,0.1259463179628355
97,Fox,550,0.0,0.0,0.05272727272727273,0.0018181818181818182,0.0,0.03636363636363636,0.0018181818181818182,0.09090909090909091
98,Fox,1014,0.0039447731755424065,0.0019723865877712033,0.06903353057199212,0.0009861932938856016,0.0029585798816568047,0.027613412228796843,0.004930966469428008,0.10650887573964497
99,Fox,468,0.0,0.00641025641025641,0.08333333333333333,0.002136752136752137,0.0,0.03205128205128205,0.002136752136752137,0.12393162393162394
100,Fox,526,0.0038022813688212928,0.0,0.06463878326996197,0.0,0.0019011406844106464,0.045627376425855515,0.0038022813688212928,0.11596958174904944
101,Fox,381,0.0026246719160104987,0.0,0.03412073490813648,0.0,0.0,0.026246719160104987,0.0026246719160104987,0.06299212598425197
102,Fox,465,0.0,0.002150537634408602,0.07526881720430108,0.0,0.0,0.025806451612903226,0.0,0.1032258064516129
103,Fox,2371,0.001687051876845213,0.001687051876845213,0.06242091944327288,0.0008435259384226065,0.0,0.027836355967946015,0.0025305778152678194,0.09447490510333192
104,Fox,1120,0.0017857142857142857,0.0,0.07767857142857143,0.0,0.0008928571428571428,0.04375,0.0017857142857142857,0.12410714285714286
105,Fox,739,0.0013531799729364006,0.0013531799729364006,0.06359945872801083,0.0013531799729364006,0.0,0.036535859269282815,0.0027063599458728013,0.10419485791610285
106,Fox,329,0.00303951367781155,0.0060790273556231,0.0425531914893617,0.0,0.00303951367781155,0.0182370820668693,0.00303951367781155,0.0729483282674772
107,Fox,707,0.004243281471004243,0.004243281471004243,0.055162659123055166,0.0,0.0,0.042432814710042434,0.004243281471004243,0.10608203677510608
108,Fox,357,0.0,0.0,0.056022408963585436,0.0,0.0,0.0392156862745098,0.0,0.09523809523809523
109,Fox,655,0.0,0.0015267175572519084,0.05343511450381679,0.0,0.0015267175572519084,0.044274809160305344,0.0,0.10076335877862595
110,Fox,505,0.007920792079207921,0.0019801980198019802,0.0594059405940594,0.0019801980198019802,0.0,0.027722772277227723,0.009900990099009901,0.09900990099009901
111,Fox,505,0.0,0.0,0.08118811881188119,0.0,0.0,0.03762376237623762,0.0,0.1188118811881188
112,Fox,633,0.0,0.00315955766192733,0.08214849921011058,0.0,0.001579778830963665,0.01579778830963665,0.0,0.10268562401263823
113,Fox,331,0.00906344410876133,0.0030211480362537764,0.09365558912386707,0.0,0.006042296072507553,0.04833836858006042,0.00906344410876133,0.16012084592145015
114,Fox,773,0.0,0.00646830530401035,0.05821474773609314,0.0,0.0,0.02328589909443726,0.0,0.08796895213454076
115,Fox,294,0.0,0.003401360544217687,0.047619047619047616,0.0,0.0,0.02040816326530612,0.0,0.07142857142857142
116,Fox,560,0.0017857142857142857,0.0,0.10714285714285714,0.0,0.0,0.025,0.0017857142857142857,0.13392857142857142
117,Fox,774,0.00516795865633075,0.0,0.05813953488372093,0.0,0.0,0.04392764857881137,0.00516795865633075,0.10723514211886305
118,Fox,937,0.0010672358591248667,0.004268943436499467,0.08217716115261472,0.0,0.0,0.04589114194236926,0.0010672358591248667,0.13340448239060831
119,Fox,354,0.002824858757062147,0.002824858757062147,0.05084745762711865,0.0,0.0,0.031073446327683617,0.002824858757062147,0.08757062146892655
120,Fox,1026,0.0029239766081871343,0.001949317738791423,0.07212475633528265,0.0,0.0,0.04191033138401559,0.0029239766081871343,0.1189083820662768
121,Fox,864,0.004629629629629629,0.0,0.08912037037037036,0.0,0.0023148148148148147,0.03819444444444445,0.004629629629629629,0.13425925925925927
122,Fox,569,0.0035149384885764497,0.005272407732864675,0.054481546572934976,0.0,0.0017574692442882249,0.033391915641476276,0.0035149384885764497,0.0984182776801406
123,Fox,529,0.0,0.001890359168241966,0.05860113421550094,0.0,0.0,0.011342155009451797,0.0,0.07183364839319471
124,Fox,457,0.0,0.0,0.10065645514223195,0.002188183807439825,0.0,0.03282275711159737,0.002188183807439825,0.13566739606126915
125,Fox,207,0.0,0.0,0.07246376811594203,0.0,0.0,0.024154589371980676,0.0,0.0966183574879227
126,Fox,314,0.006369426751592357,0.0,0.07006369426751592,0.0,0.0031847133757961785,0.025477707006369428,0.006369426751592357,0.10509554140127389
127,Fox,326,0.006134969325153374,0.0,0.03680981595092025,0.0,0.0,0.049079754601226995,0.006134969325153374,0.09202453987730061
128,Fox,515,0.005825242718446602,0.001941747572815534,0.05436893203883495,0.0,0.001941747572815534,0.031067961165048542,0.005825242718446602,0.09514563106796116
129,Fox,356,0.0028089887640449437,0.0,0.03932584269662921,0.0,0.0,0.03651685393258427,0.0028089887640449437,0.07865168539325842
130,Fox,426,0.002347417840375587,0.0,0.07276995305164319,0.0,0.002347417840375587,0.028169014084507043,0.002347417840375587,0.1056338028169014
131,Fox,383,0.0026109660574412533,0.0,0.08093994778067885,0.0,0.0,0.028720626631853787,0.0026109660574412533,0.1122715404699739
132,Fox,456,0.0,0.008771929824561403,0.05921052631578947,0.0,0.0021929824561403508,0.03728070175438596,0.0,0.1074561403508772
133,Fox,768,0.0013020833333333333,0.00390625,0.06510416666666667,0.0,0.0,0.0390625,0.0013020833333333333,0.109375
134,Fox,776,0.002577319587628866,0.003865979381443299,0.10438144329896908,0.0,0.001288659793814433,0.030927835051546393,0.002577319587628866,0.14304123711340205
135,Fox,586,0.005119453924914676,0.005119453924914676,0.06996587030716724,0.0,0.0034129692832764505,0.020477815699658702,0.005119453924914676,0.10409556313993173
136,Fox,505,0.0039603960396039604,0.0019801980198019802,0.04950495049504951,0.0,0.0019801980198019802,0.01782178217821782,0.0039603960396039604,0.07524752475247524
137,Fox,545,0.003669724770642202,0.001834862385321101,0.07155963302752294,0.0,0.001834862385321101,0.03853211009174312,0.003669724770642202,0.11743119266055047
138,Fox,711,0.0,0.008438818565400843,0.06751054852320675,0.0,0.0014064697609001407,0.014064697609001406,0.0,0.09142053445850915
139,Fox,733,0.001364256480218281,0.0068212824010914054,0.08731241473396999,0.001364256480218281,0.002728512960436562,0.03274215552523874,0.002728512960436562,0.13233287858117326
140,Fox,859,0.002328288707799767,0.0011641443538998836,0.07450523864959255,0.0011641443538998836,0.0,0.037252619324796274,0.0034924330616996507,0.11641443538998836
141,Fox,426,0.0,0.0,0.09859154929577464,0.0,0.0,0.051643192488262914,0.0,0.15023474178403756
142,Fox,985,0.0010152284263959391,0.0010152284263959391,0.06903553299492386,0.0,0.0,0.03248730964467005,0.0010152284263959391,0.10355329949238579
143,Fox,387,0.0,0.00516795865633075,0.04909560723514212,0.002583979328165375,0.0,0.03875968992248062,0.002583979328165375,0.09560723514211886
144,Fox,1324,0.0015105740181268882,0.0030211480362537764,0.06948640483383686,0.0,0.0007552870090634441,0.033987915407854986,0.0015105740181268882,0.10876132930513595
145,Fox,674,0.0,0.001483679525222552,0.04154302670623145,0.0,0.0,0.04896142433234421,0.0,0.09198813056379822
146,Fox,825,0.0048484848484848485,0.0024242424242424242,0.06424242424242424,0.0,0.0,0.03515151515151515,0.0048484848484848485,0.10666666666666667
147,Fox,260,0.0,0.0038461538461538464,0.06153846153846154,0.0,0.0,0.023076923076923078,0.0,0.08846153846153847
148,Fox,302,0.0033112582781456954,0.0,0.046357615894039736,0.0,0.0,0.013245033112582781,0.0033112582781456954,0.06291390728476821
149,Fox,920,0.003260869565217391,0.003260869565217391,0.05434782608695652,0.0,0.0,0.041304347826086954,0.003260869565217391,0.10217391304347827
150,Fox,612,0.0016339869281045752,0.0016339869281045752,0.07679738562091504,0.0,0.0,0.03758169934640523,0.0016339869281045752,0.11764705882352941
151,Fox,353,0.0028328611898017,0.0028328611898017,0.0679886685552408,0.0,0.0056657223796034,0.0226628895184136,0.0028328611898017,0.10198300283286119
152,Fox,489,0.0,0.002044989775051125,0.034764826175869123,0.0,0.002044989775051125,0.028629856850715747,0.0,0.06748466257668712
153,Fox,436,0.0022935779816513763,0.0,0.06880733944954129,0.0,0.009174311926605505,0.0389908256880734,0.0022935779816513763,0.11926605504587157
154,Fox,527,0.0018975332068311196,0.0,0.06072106261859583,0.0,0.0,0.020872865275142316,0.0018975332068311196,0.08349146110056926
155,Fox,790,0.0,0.002531645569620253,0.07215189873417721,0.0,0.0,0.035443037974683546,0.0,0.11012658227848102
156,Fox,313,0.003194888178913738,0.0,0.06070287539936102,0.003194888178913738,0.0,0.04792332268370607,0.006389776357827476,0.11501597444089456
157,Fox,534,0.0,0.011235955056179775,0.08614232209737828,0.0,0.0,0.03932584269662921,0.0,0.13670411985018727
158,Fox,436,0.0045871559633027525,0.0,0.08027522935779817,0.0,0.0022935779816513763,0.02522935779816514,0.0045871559633027525,0.11238532110091744
159,Fox,411,0.0,0.0,0.046228710462287104,0.0,0.0024330900243309003,0.0170316301703163,0.0,0.06569343065693431
160,Fox,1176,0.0008503401360544217,0.003401360544217687,0.06462585034013606,0.0,0.002551020408163265,0.0467687074829932,0.0008503401360544217,0.11819727891156463
161,Fox,548,0.0,0.0,0.07846715328467153,0.0,0.0,0.04744525547445255,0.0,0.1259124087591241
162,Fox,820,0.0,0.0,0.07682926829268293,0.0024390243902439024,0.0024390243902439024,0.03170731707317073,0.0024390243902439024,0.11341463414634147
163,Fox,467,0.0,0.004282655246252677,0.05139186295503212,0.0,0.0,0.04068522483940043,0.0,0.09635974304068523
164,Fox,413,0.002421307506053269,0.004842615012106538,0.07021791767554479,0.002421307506053269,0.004842615012106538,0.03389830508474576,0.004842615012106538,0.11864406779661017
165,Fox,837,0.0,0.0023894862604540022,0.054958183990442055,0.0,0.0011947431302270011,0.05017921146953405,0.0,0.1087216248506571
166,Fox,308,0.003246753246753247,0.0,0.06168831168831169,0.0,0.003246753246753247,0.025974025974025976,0.003246753246753247,0.09415584415584416
167,Fox,1744,0.0,0.0011467889908256881,0.047591743119266054,0.0,0.0005733944954128441,0.0430045871559633,0.0,0.09231651376146789
168,Fox,447,0.0022371364653243847,0.0,0.042505592841163314,0.0,0.0,0.040268456375838924,0.0022371364653243847,0.08501118568232663
169,Fox,1370,0.0021897810218978104,0.0,0.059124087591240874,0.00072992700729927,0.00072992700729927,0.040145985401459854,0.00291970802919708,0.10291970802919707
170,Fox,269,0.0,0.0037174721189591076,0.08178438661710037,0.0,0.0,0.03717472118959108,0.0,0.12267657992565056
171,Fox,561,0.0,0.0,0.0659536541889483,0.0017825311942959,0.0,0.040998217468805706,0.0017825311942959,0.10873440285204991
172,Fox,2089,0.003829583532790809,0.003829583532790809,0.07467687888942078,0.0014360938247965534,0.0004786979415988511,0.03015797032072762,0.005265677357587362,0.11440880804212541
173,Fox,927,0.002157497303128371,0.004314994606256742,0.05609492988133765,0.002157497303128371,0.0010787486515641855,0.030204962243797196,0.004314994606256742,0.09600862998921252
174,Fox,878,0.0011389521640091116,0.002277904328018223,0.0774487471526196,0.0,0.0,0.030751708428246014,0.0011389521640091116,0.11161731207289294
175,Fox,1227,0.0016299918500407497,0.0024449877750611247,0.06356968215158924,0.0,0.0,0.032599837000814993,0.0016299918500407497,0.10024449877750612
176,Fox,971,0.0,0.0010298661174047373,0.08032955715756952,0.0,0.0,0.0411946446961895,0.0,0.12255406797116375
177,Fox,1144,0.0,0.0026223776223776225,0.057692307692307696,0.0017482517482517483,0.0,0.04283216783216783,0.0017482517482517483,0.1048951048951049
178,Fox,840,0.002380952380952381,0.008333333333333333,0.06785714285714285,0.0011904761904761906,0.0,0.041666666666666664,0.0035714285714285713,0.12142857142857143
179,Fox,457,0.00437636761487965,0.00437636761487965,0.0525164113785558,0.0,0.002188183807439825,0.030634573304157548,0.00437636761487965,0.09409190371991247
180,Fox,704,0.0,0.005681818181818182,0.05823863636363636,0.0,0.0,0.045454545454545456,0.0,0.109375
181,Fox,679,0.0,0.0,0.044182621502209134,0.0,0.0014727540500736377,0.036818851251840944,0.0,0.08247422680412371
182,Fox,286,0.006993006993006993,0.0,0.045454545454545456,0.0,0.0,0.017482517482517484,0.006993006993006993,0.06993006993006994
183,Fox,654,0.0,0.0,0.05657492354740061,0.0,0.0,0.03058103975535168,0.0,0.0871559633027523
184,Fox,297,0.0,0.006734006734006734,0.07744107744107744,0.0,0.0,0.02356902356902357,0.0,0.10774410774410774
185,Fox,1268,0.003943217665615142,0.0,0.0804416403785489,0.0007886435331230284,0.002365930599369085,0.03785488958990536,0.00473186119873817,0.1253943217665615
186,Fox,353,0.0,0.0,0.06515580736543909,0.0,0.0028328611898017,0.028328611898016998,0.0,0.09631728045325778
187,Fox,501,0.001996007984031936,0.0,0.05389221556886228,0.001996007984031936,0.0,0.031936127744510975,0.003992015968063872,0.08982035928143713
188,Fox,747,0.002677376171352075,0.0013386880856760374,0.06961178045515395,0.0,0.0,0.025435073627844713,0.002677376171352075,0.09906291834002677
189,Fox,438,0.0,0.0,0.06164383561643835,0.0,0.0,0.05251141552511415,0.0,0.1141552511415525
190,Fox,443,0.0,0.006772009029345372,0.060948081264108354,0.0,0.002257336343115124,0.04288939051918736,0.0,0.11286681715575621
191,Fox,702,0.0014245014245014246,0.002849002849002849,0.10256410256410256,0.0,0.0,0.02849002849002849,0.0014245014245014246,0.13532763532763534
192,Fox,1215,0.0016460905349794238,0.0016460905349794238,0.06255144032921811,0.0008230452674897119,0.00411522633744856,0.031275720164609055,0.0024691358024691358,0.10205761316872428
193,Fox,335,0.0,0.0029850746268656717,0.04477611940298507,0.0,0.0,0.041791044776119404,0.0,0.08955223880597014
194,Fox,844,0.001184834123222749,0.001184834123222749,0.07582938388625593,0.0,0.001184834123222749,0.02962085308056872,0.001184834123222749,0.10900473933649289
195,Fox,143,0.0,0.0,0.09090909090909091,0.0,0.0,0.06293706293706294,0.0,0.15384615384615385
196,Fox,136,0.0,0.0,0.04411764705882353,0.0,0.007352941176470588,0.007352941176470588,0.0,0.058823529411764705
197,Fox,442,0.0,0.0,0.07692307692307693,0.0,0.0,0.03167420814479638,0.0,0.1085972850678733
198,Fox,489,0.0,0.0,0.07975460122699386,0.0,0.002044989775051125,0.026584867075664622,0.0,0.1083844580777096
